motif	estimatedScale	MSE	optimizedScale	optimizedMSE	motifLength	numberOfKmers
NFYA	0.3843821681887793	0.0027836279646314965	0.3843821681887793	0.0027836279646314965	10.0	180347
NR1H4	0.4077906307241739	0.21373101604153932	0.39779063072417387	0.004527885711509807	10.0	180347
NR2F2	0.43579571013291757	0.11887231257461683	0.43079571013291756	0.01274112935480693	8.0	180347
PAX5	0.3497084786560112	0.42660761054196056	0.3597084786560112	0.012210297536229882	10.0	180347
PBX3	0.3813324671276629	0.2525480857593602	0.3713324671276629	0.004384833506002905	11.0	180347
POU5F1	0.42688726568974705	0.11519258639929651	0.43188726568974706	0.01264670771111408	10.0	180347
RBPJ	0.4916427210270405	0.6239956965746344	0.47164272102704047	2.025598953794537e-05	7.0	180347
RELB	0.40369929720220216	3.613071816700956e-09	0.40369929720220216	3.613071816700956e-09	9.0	180347
SIX1	0.41531405989890363	0.019849407540393736	0.4103140598989036	0.013949003362919803	11.0	180347
SIX2	0.36685277345712725	0.044800147662515756	0.36185277345712724	0.009093493884117322	14.0	180347
SOX10	0.49647731123002925	0.5393339269788863	0.47647731123002923	8.630403823606031e-08	7.0	180347
SOX13	0.4630322335692454	0.21859898907849531	0.4530322335692454	0.004907369327836925	7.0	180347
TEAD2	0.42974861349419496	0.3436459708427363	0.41974861349419496	0.010356627773690992	9.0	180347
TFDP1	0.37554563100598637	0.2996118713689028	0.3855456310059864	0.0030095324401556165	8.0	180347
ZBTB7A	0.39016958630119347	0.16004042069024355	0.4001695863011935	0.01551243459464632	10.0	180347
ZEB1	0.4455847370372152	0.15032100002912904	0.4355847370372152	0.002171651719744379	7.0	180347
ZNF24	0.31322599102365173	0.12425183077434072	0.31822599102365173	1.2180303038170824e-05	13.0	180347
ZNF384	0.30686489736151296	10.929778967252012	0.38186489736151297	0.0006709153633649822	10.0	180347
ZNF282	0.325337679860038	0.00038753124965571113	0.325337679860038	0.00038753124965571113	16.0	180347
ZSCAN4	0.3422849930806936	0.16633424319167017	0.3372849930806936	0.0044200857653744026	15.0	180347
GATA3	0.4734343091564368	0.22117018984086328	0.4634343091564368	0.003198669740397965	8.0	180347
FOS::JUN(MA0099.3)	0.40379928403339543	0.019631986879941925	0.40879928403339544	0.012946101092501916	10.0	180347
FOS::JUN(MA1126.1)	0.32373344613746663	0.10382870224775208	0.32873344613746663	0.0008702460107542757	15.0	180347
FOSB::JUN	0.3522293965170607	0.001134003473694284	0.3522293965170607	0.001134003473694284	11.0	180347
FOSL1::JUN(MA1128.1)	0.4110495354158371	9.6978148541506e-06	0.4110495354158371	9.6978148541506e-06	9.0	180347
FOSL1::JUN(MA1129.1)	0.3127441906891433	0.2291077593887118	0.3177441906891433	0.024770078710473174	10.0	180347
FOSL2::JUN(MA1130.1)	0.41861163821892317	0.000539533208507826	0.41861163821892317	0.000539533208507826	9.0	180347
FOSL2::JUN(MA1131.1)	0.35208212617618256	0.003532477554910397	0.35208212617618256	0.003532477554910397	11.0	180347
JUN::JUNB(MA1132.1)	0.4127099237136147	0.060139885230305536	0.4077099237136147	5.371473754518125e-06	10.0	180347
JUN::JUNB(MA1133.1)	0.34404678288512364	0.032294481090992	0.33904678288512363	0.018489593075595064	11.0	180347
FOS::JUNB	0.3946898029854828	0.0009458604934277524	0.3946898029854828	0.0009458604934277524	9.0	180347
FOSB::JUNB(MA1135.1)	0.3801882694011968	0.03513114216328767	0.3851882694011968	0.0048048802345667455	10.0	180347
FOSB::JUNB(MA1136.1)	0.3350252045693895	0.0558777345060262	0.3400252045693895	0.006015562158077888	10.0	180347
FOSL1::JUNB	0.4030153616523782	0.012800331092840827	0.4030153616523782	0.012800331092840827	9.0	180347
FOSL2::JUNB(MA1138.1)	0.3867190100342152	0.11345128453505092	0.3917190100342152	0.005897096943708234	10.0	180347
FOSL2::JUNB(MA1139.1)	0.32153877346139176	0.025155392149619656	0.32653877346139176	0.02181724878101962	10.0	180347
FOS::JUND	0.40105158831469767	0.03843122721232408	0.4060515883146977	0.0027288559672531956	9.0	180347
FOSL1::JUND(MA1142.1)	0.4171713431153983	0.009209791103038984	0.4171713431153983	0.009209791103038984	9.0	180347
FOSL1::JUND(MA1143.1)	0.385969582235262	0.07358993228145196	0.380969582235262	1.9809023074455473e-07	10.0	180347
FOSL2::JUND(MA1144.1)	0.39451575153037427	0.02478266883287765	0.3995157515303743	0.008559640442071303	10.0	180347
FOSL2::JUND(MA1145.1)	0.34295923115440374	0.05374763341506767	0.34795923115440375	0.0074261762230368135	12.0	180347
NR1H4::RXRA	0.27484651016745293	0.8867826586161559	0.28484651016745294	0.0348444964897193	15.0	180347
NR4A2::RXRA	0.29081229257733004	0.560507009085688	0.30081229257733005	0.0017683652542151802	14.0	180347
PPARA::RXRA	0.28702639081647024	0.2544218823230733	0.29202639081647025	0.012371914224164723	17.0	180347
RARA::RXRG	0.29249310716862187	0.6332356501865033	0.3024931071686219	0.0003097499612977259	18.0	180347
RORB	0.3912434395446305	0.12396723991745577	0.3862434395446305	0.006228090972214818	10.0	180347
RORC	0.38933062704380156	0.00479863574677879	0.38933062704380156	0.00479863574677879	11.0	180347
SOX15	0.4668655273603172	0.2541977441174554	0.48186552736031724	0.007959477795408638	9.0	180347
VDR	0.42923295249275284	0.0037905788877687662	0.42923295249275284	0.0037905788877687662	8.0	180347
IRF3	0.27858377329189465	0.8375518828014743	0.28858377329189466	0.0037566501749132946	20.0	180347
IRF4	0.31621006909330185	0.0047710108477473055	0.31621006909330185	0.0047710108477473055	15.0	180347
IRF5	0.3044187962064296	0.5642713439451668	0.3144187962064296	0.004158477798927243	14.0	180347
TCF7L1	0.3699737534223346	0.04803358830799191	0.3749737534223346	0.004112324738983001	12.0	180347
ARGFX	0.3563442863550064	3.740366317464219	0.3963442863550064	0.002004747481931155	10.0	180347
ARNT2	0.361839820807594	0.42317846783819313	0.37183982080759403	0.016985548026284963	9.0	180347
ATF6	0.3356397662073604	0.01758258142592634	0.3356397662073604	0.01758258142592634	13.0	180347
ATOH1(MA1467.1)	0.3856472551094352	0.0018218671617621085	0.3856472551094352	0.0018218671617621085	10.0	180347
ATOH7	0.3944557996507755	0.19552472918519326	0.4044557996507755	0.0035915395391102854	10.0	180347
BACH2(MA1101.2)	0.2944414833764806	0.43608197645270663	0.3044414833764806	0.008931573344805026	17.0	180347
BACH2(MA1470.1)	0.2895931611320888	0.11525230390136557	0.29459316113208883	0.004753835851747175	20.0	180347
BARX2	0.4019058956860875	0.9935944092759617	0.4219058956860875	0.005510385625851168	10.0	180347
BHLHA15(MA1472.1)	0.4484234259724622	0.3278962438521023	0.4634234259724622	0.0036140832268895117	9.0	180347
CDX4	0.40357720799493074	0.05293835354888594	0.39857720799493074	0.0005807263814193395	11.0	180347
CREB3L4(MA1474.1)	0.3150080917264227	0.37562702372127516	0.3250080917264227	0.0011502074344420302	11.0	180347
CREB3L4(MA1475.1)	0.27964276854538234	1.1331703204335026	0.29464276854538235	0.00037408516188031587	12.0	180347
DLX5	0.45240849739051653	0.24217374195209698	0.46740849739051654	0.0091017594859733	7.0	180347
DMRTA2	0.4141455090148227	0.544134372448479	0.42914550901482273	0.0003841649778076686	12.0	180347
DMRTC2	0.4348786550984881	0.2039897243271569	0.4448786550984881	0.00044391632550361585	12.0	180347
DPRX	0.42297820778300294	0.710481125380427	0.44297820778300295	5.0891220680978595e-05	9.0	180347
DRGX	0.41592754162822143	1.3859594183089576	0.44592754162822146	3.345658554281104e-05	7.0	180347
ETS2	0.41424877983293196	0.18838101862683743	0.40424877983293195	0.004344860232916518	9.0	180347
FERD3L	0.29517427401561847	0.4726906062201696	0.3051742740156185	0.0008835228733271168	14.0	180347
FOXN3	0.39311448745544725	12.676573991821032	0.46311448745544725	0.011286076173275076	8.0	180347
HES6	0.3701207682526997	0.037363563005635786	0.3751207682526997	0.005325391451941341	10.0	180347
HNF4A(MA1494.1)	0.32838049080859766	0.0685361657423263	0.32338049080859765	0.00910691871401155	14.0	180347
HOXA1	0.3817640910839413	0.6502293789401258	0.40176409108394134	0.0036948877512625374	7.0	180347
HOXA4	0.4394148608987976	0.19202200674170883	0.4494148608987976	0.00114112553707019	7.0	180347
HOXA6	0.5085286158108956	0.4729759175162305	0.5285286158108956	4.4653600135301054e-05	7.0	180347
HOXB4	0.41429605814021475	0.14080785562006526	0.42429605814021476	0.008921841493684904	8.0	180347
HOXB6	0.4590160199659583	0.6898862634745627	0.48401601996595833	0.0062359208199389456	7.0	180347
HOXB7	0.4248405154390681	0.006730459420553168	0.4248405154390681	0.006730459420553168	10.0	180347
HOXB8	0.47825674435369425	0.5779488120772414	0.45825674435369423	0.0009914200868551598	7.0	180347
HOXB9	0.41251574517769746	0.10125483619260658	0.40751574517769745	0.004624236654709152	9.0	180347
HOXC4	0.4342086985677197	0.0001608652029261908	0.4342086985677197	0.0001608652029261908	8.0	180347
HOXC8	0.42277419088889223	0.7366001824133193	0.44277419088889225	0.004233393379073099	7.0	180347
HOXD10	0.4001038765052705	0.03770163822308844	0.3951038765052705	0.004774827334480654	10.0	180347
HOXD4	0.44261795626106837	0.07923437764972541	0.4476179562610684	0.0049645450164443345	7.0	180347
IKZF1	0.4109353647749819	0.17546862763030607	0.4009353647749819	0.006116206458204777	9.0	180347
IRF6	0.4180638705477267	0.2810607932889397	0.4080638705477267	0.0008767719276537007	9.0	180347
KLF11	0.3423276477688584	0.6541637072764738	0.3573276477688584	0.0024627634934501156	11.0	180347
KLF15	0.2564115508145501	13.85248254856195	0.3214115508145501	0.0021816900924245468	11.0	180347
KLF17	0.2979663118129061	3.377621651159275	0.32296631181290614	0.027901376267772244	15.0	180347
KLF2	0.34660149335222024	2.6687862080819387	0.38160149335222027	0.004801626711362965	10.0	180347
KLF3	0.31621015649459366	1.0063155568273034	0.3312101564945937	0.007895579425389456	11.0	180347
KLF6	0.36023350377225744	0.8558804386450255	0.38023350377225745	0.017906569294152023	10.0	180347
LHX1	0.49444047803903424	1.2644144147700536	0.5294404780390343	0.003356069617176702	8.0	180347
LHX5	0.4244280814421438	0.34174694539600975	0.4394280814421438	0.0015997705034619775	7.0	180347
MAF	0.30023337353493057	0.5253729946361356	0.3102333735349306	0.0009579996588723221	13.0	180347
MAFA	0.2929883486126753	0.25034210455753525	0.2979883486126753	0.01897698009943719	13.0	180347
MAZ	0.32204756352176267	2.6515955181825617	0.3520475635217627	0.0007715039235459088	10.0	180347
MSANTD3	0.44251002545741014	0.09122105789108308	0.44751002545741014	0.006370699075075795	10.0	180347
MSGN1	0.35454992791673845	1.4021860902888124	0.37954992791673847	0.016632189062671374	10.0	180347
NFIC(MA1527.1)	0.3037509566018708	1.2013083288491595	0.3187509566018708	0.0001717592153733917	15.0	180347
NFIX(MA1528.1)	0.28818713510457805	3.0866686838890676	0.3131871351045781	0.00031559687446300707	15.0	180347
NHLH2	0.27971925790335705	2.8082929466891997	0.2997192579033571	0.028452680345563967	18.0	180347
NKX6-3	0.3787932718040513	1.2640603814227938	0.40379327180405133	0.008350030890434878	9.0	180347
NR1D1	0.3111855968334818	0.05272444772895793	0.3161855968334818	0.014007854095626162	14.0	180347
NR1I2	0.3007978000172691	1.4271469085092765	0.3207978000172691	0.024356712641317297	17.0	180347
NR1I3	0.4174561933622545	0.37845245413274065	0.4324561933622545	0.002189171941667275	9.0	180347
NR2C1	0.47100518459890267	0.055219395104821566	0.46600518459890267	0.0013892635713141828	7.0	180347
NR2C2(MA1536.1)	0.45738748062974416	0.013141321418491388	0.46238748062974416	0.008277159470622197	8.0	180347
NR2F1(MA1537.1)	0.2963585837177736	0.2251301968020684	0.30135858371777363	0.01374258731090112	14.0	180347
NR2F1(MA1538.1)	0.27926263578146027	1.1146145302772548	0.2942626357814603	0.01109141402661963	15.0	180347
NR2F6(MA1539.1)	0.2554544198295491	1.4839776866201624	0.2704544198295491	0.0012449628681824906	15.0	180347
NR5A1	0.4370974770158746	0.17454770607940742	0.4470974770158746	0.00022610346016538977	9.0	180347
NR6A1	0.32898057988489693	0.015346162975480204	0.32898057988489693	0.015346162975480204	15.0	180347
OSR1	0.40665886540129886	0.0015431674737341999	0.40665886540129886	0.0015431674737341999	9.0	180347
OVOL1	0.39654396071139814	0.11701646473461877	0.39154396071139813	0.0025067550294487866	12.0	180347
OVOL2	0.3915231290031756	0.2421687992320712	0.3815231290031756	0.007687451360612558	12.0	180347
PAX3(MA1546.1)	0.32682467027424567	0.07995175827881744	0.33182467027424567	0.0024735886255354824	15.0	180347
PLAGL2	0.2744540622632144	7.648928379061792	0.3244540622632144	0.002264913853498185	8.0	180347
POU6F1(MA1549.1)	0.45284408629800627	0.26402671419047613	0.4678440862980063	0.005152258128722008	8.0	180347
PPARD	0.3113456639301405	0.0349952836071691	0.3163456639301405	0.03377855842898952	14.0	180347
RARB(MA1552.1)	0.30544964360522	0.20426346973889703	0.31044964360522	0.0072998589613616945	14.0	180347
RARG(MA1553.1)	0.3079621783731668	0.21665759042030722	0.3129621783731668	0.0146048725055541	14.0	180347
RFX7	0.38201101837782586	0.61950636342992	0.3970110183778259	0.003562771032941814	9.0	180347
RXRB(MA1555.1)	0.2695726313529746	0.3817790682489286	0.2795726313529746	0.022388848554924977	14.0	180347
RXRG(MA1556.1)	0.30658762273614626	0.473150579411857	0.31658762273614627	1.002714806817827e-05	14.0	180347
SMAD5	0.3482556784532835	0.04729729311556548	0.3532556784532835	0.004760917641405695	10.0	180347
SNAI1	0.46364357972676923	0.04287852007389139	0.4586435797267692	3.5547621496871666e-06	8.0	180347
SNAI3	0.3981089841389516	0.0051405793547523995	0.3981089841389516	0.0051405793547523995	10.0	180347
SOHLH2	0.36433207053115535	0.25479314588573887	0.37433207053115536	5.423082224154218e-05	8.0	180347
SOX12	0.43704265656928726	0.06872712731531253	0.43204265656928725	0.0005218888643128084	10.0	180347
SOX14	0.44718572231958753	0.0766339197131678	0.45218572231958754	0.0028085387941091736	10.0	180347
SP9	0.3215590537387924	2.750856229777491	0.35155905373879237	0.008276804090768928	12.0	180347
TBX18	0.36410022710021267	0.40386250700665177	0.3741002271002127	0.005365440605741175	12.0	180347
TBX6	0.4636776203058312	0.2941670040431329	0.4786776203058312	0.0031224794949996112	8.0	180347
TCF21(MA1568.1)	0.32525352752021675	0.662155188472088	0.34025352752021676	0.013234203642205145	12.0	180347
TFAP2E	0.26683424758487473	9.983009786109315	0.3168342475848747	6.156722265480853e-07	11.0	180347
TFAP4(MA1570.1)	0.38678663088587306	0.47414243416928337	0.4017866308858731	0.0032241367401896317	10.0	180347
TGIF2LX	0.2970429861074448	0.1164385836259081	0.3020429861074448	4.7083488199145724e-05	12.0	180347
TGIF2LY	0.299869564143459	0.10308007893822381	0.304869564143459	0.0008812022723846786	12.0	180347
THAP11	0.29787607443474545	0.006665125823822789	0.29787607443474545	0.006665125823822789	18.0	180347
THRB(MA1574.1)	0.3098891317519355	0.2950901353424458	0.3198891317519355	0.023978287168267932	14.0	180347
THRB(MA1575.1)	0.25266567303842363	5.732890644639641	0.2876656730384236	0.009319989554004189	17.0	180347
THRB(MA1576.1)	0.2841893700883921	0.3375711915950384	0.28918937008839213	0.026561745228140976	19.0	180347
TLX2	0.4269622880943522	2.0730622492281525	0.4669622880943522	0.008217817679472867	7.0	180347
VEZF1	0.3081464157889676	3.1157553824218005	0.34314641578896765	0.005660666987612498	8.0	180347
ZBTB26	0.4235481229082606	0.0344524624054313	0.4285481229082606	0.0008105586201728397	8.0	180347
ZBTB32	0.41644033616239123	0.03923631391832117	0.41144033616239123	0.003365877353505627	10.0	180347
ZBTB6	0.39385448362190945	0.003451443197657319	0.39385448362190945	0.003451443197657319	9.0	180347
ZFP57	0.38523612117224687	0.32233065763904	0.3952361211722469	0.008742674381138744	8.0	180347
ZIC5	0.25748000871765153	2.297152519379245	0.27748000871765155	0.0019119264935290414	15.0	180347
ZKSCAN1	0.4212529214375158	0.5412850509888006	0.4062529214375158	0.0010344175464450133	10.0	180347
ZNF135	0.2952921634978809	0.8923864451521684	0.3102921634978809	0.019417959214898844	14.0	180347
ZNF136	0.3252154185204582	0.005322354405188957	0.3252154185204582	0.005322354405188957	15.0	180347
ZNF140	0.2757639325705612	0.284018590113897	0.2807639325705612	0.010139705492325549	21.0	180347
ZNF274	0.34013266639044704	0.0823439706346325	0.34513266639044704	0.0004898907727119084	14.0	180347
ZNF317	0.3992800148628921	0.18632780025903808	0.3892800148628921	0.016139699912444457	12.0	180347
ZNF382	0.24175178614035364	1.2370610246760056	0.25175178614035365	0.020332353363153526	24.0	180347
ZNF460	0.2523901893654637	3.8036933778581035	0.2773901893654637	0.003759222837625029	16.0	180347
ZNF528	0.28068947165153746	0.7286126967194525	0.29068947165153747	0.006279515825782606	17.0	180347
ZNF682	0.31418961777038706	0.752709203573667	0.3291896177703871	0.009303750761921664	12.0	180347
ZNF684	0.29323221338715894	0.6980695769907159	0.30323221338715894	0.0030725967046802867	18.0	180347
ZSCAN29	0.34415728048695504	0.019063609409744702	0.34415728048695504	0.019063609409744702	11.0	180347
ASCL1(MA1100.2)	0.42153358258447	0.573395551313337	0.43653358258447	0.011868140134076624	8.0	180347
ATF3(MA0605.2)	0.33923150430469917	9.371266676636909e-05	0.33923150430469917	9.371266676636909e-05	10.0	180347
BATF::JUN	0.39571619377909145	0.0021789252376318608	0.39571619377909145	0.0021789252376318608	9.0	180347
BCL6	0.34450861072168326	0.14542674741459996	0.34950861072168327	0.004685673752920517	14.0	180347
E2F2	0.26907042451797614	8.037444786911436	0.3140704245179761	0.022946929913841337	15.0	180347
E2F3	0.25738071300712484	3.865712035171795	0.28238071300712486	0.007605161211956652	16.0	180347
E2F4	0.27371670561835	4.2444717484464825	0.30371670561834996	7.704098691503737e-05	14.0	180347
EMX1	0.41547392284223505	0.392615108449043	0.43047392284223507	0.0023318187004834844	8.0	180347
GATA5	0.444919244979704	0.11016353200436793	0.43991924497970397	0.0110134817778898	9.0	180347
GFI1	0.4069521242638781	0.26117672880285436	0.3969521242638781	0.0007459246540700737	12.0	180347
GLI2	0.3041923758212332	0.5556117217334712	0.3141923758212332	0.0007531021374780174	15.0	180347
GSX2	0.41769301718198754	0.4048124519981931	0.43269301718198755	6.442729611649043e-05	8.0	180347
HES1	0.3292251013631976	1.960788299586038	0.3542251013631976	1.6268948170211968e-09	10.0	180347
HES2	0.31029794640166125	2.6916334409260685	0.3402979464016612	0.005768875647556634	10.0	180347
HOXA13	0.3923991259625436	0.004106912397897451	0.3923991259625436	0.004106912397897451	11.0	180347
HOXA2	0.41589656391455604	0.7257104439683502	0.43589656391455606	6.0278310141361866e-05	8.0	180347
HOXA5	0.42551052687811225	0.39938360638457365	0.44051052687811226	0.0026162748244395115	8.0	180347
HOXA9	0.4182748911673101	0.0727455135357942	0.4232748911673101	0.002042576950558246	8.0	180347
HOXB2	0.4322402151394227	0.858968650495257	0.4522402151394227	9.91713999750304e-05	8.0	180347
HOXB5	0.3819966621388215	0.402916839235022	0.3969966621388215	0.005788856181825345	8.0	180347
HOXC9	0.39885058955940356	0.02434194122739799	0.39385058955940355	0.010405114265151127	9.0	180347
HOXD13	0.3797157407460529	0.10497677523889674	0.3747157407460529	0.0014960138702696743	11.0	180347
HOXD3	0.4112423508236336	0.20002150865965337	0.4212423508236336	0.0003677553385215964	8.0	180347
HOXD8	0.46175262985921967	0.10644243737862794	0.45175262985921966	0.010320153589117056	8.0	180347
HOXD9	0.4117814827508186	0.6196284653529229	0.4317814827508186	0.007979937006551788	9.0	180347
JUNB(MA1140.2)	0.33209353198485114	0.04958847109390726	0.33709353198485115	0.011615040394469945	12.0	180347
LHX9	0.38741230811420785	0.8923377630617829	0.40741230811420787	0.0013197336072786293	8.0	180347
LMX1A	0.3597933643418256	2.2974003500356526	0.38979336434182554	0.0031057487685067116	8.0	180347
LMX1B	0.31885080135641825	7.400120715340159	0.36885080135641823	0.014349575715931201	11.0	180347
NEUROG1	0.31367282520854906	1.4209742869914825	0.3336728252085491	0.0010544543759060312	10.0	180347
NRL	0.38694603867093785	0.11367659785697111	0.38194603867093785	0.0023236153974544923	13.0	180347
PITX1	0.44821171672851273	0.2405769677463389	0.4382117167285127	0.0026152191465659445	8.0	180347
PRRX2	0.4060425872849849	1.2247657986851983	0.4360425872849849	0.010260746112012236	7.0	180347
SOX4	0.4433809549558796	1.2231023741810041e-07	0.4433809549558796	1.2231023741810041e-07	10.0	180347
SOX8	0.4923733491179594	0.2594583361899063	0.5073733491179594	0.003078717871746077	9.0	180347
SP3	0.33728609442054874	0.8133818691970206	0.35228609442054876	1.4764119754254476e-05	12.0	180347
TCFL5	0.30715828801014894	1.4246906198729028	0.32715828801014896	9.242209390856782e-05	10.0	180347
TFEC	0.3687732278702326	0.03924317338445306	0.3637732278702326	0.005804193374907344	9.0	180347
ZNF740	0.2645608735581312	5.121980825936867	0.2995608735581312	0.019259278419778685	13.0	180347
DMRTA1	0.4274179184052105	0.041218585089833025	0.4324179184052105	0.001657518039922664	12.0	180347
ETV7	0.4088685281057192	0.25900501016929617	0.41886852810571923	0.0002126633386564334	11.0	180347
ZIM3	0.3688804389114302	0.00658793918032175	0.3688804389114302	0.00658793918032175	15.0	180347
ZNF257	0.36503789209796766	0.18599870357067816	0.3750378920979677	0.009669953465464237	10.0	180347
ZNF343	0.3091822077400092	0.24257834100960038	0.3141822077400092	0.019993003585768828	16.0	180347
ZNF454	0.2364184207845065	7.1179255579136695	0.2714184207845065	0.006004524044264285	18.0	180347
ZNF610	0.2617263357119603	9.606798884404485	0.3117263357119603	0.0012611670572310685	14.0	180347
ZNF675	0.28938406165917513	1.9491291892696705	0.30938406165917515	0.007829600188358286	21.0	180347
ZNF707	0.28322983292221693	0.023048990332223268	0.28322983292221693	0.023048990332223268	15.0	180347
ZNF76	0.3091532099034224	0.7066585042762419	0.3191532099034224	0.02421576537233732	19.0	180347
ZNF784	0.38809933760465687	0.18666594633020905	0.37809933760465686	0.012177001827962003	10.0	180347
ZNF8	0.27975896320875504	0.658736633455452	0.28975896320875505	0.0021009372299079505	20.0	180347
ZNF816	0.3047955148134633	0.868530853079716	0.3197955148134633	0.027902429650331784	17.0	180347
ZNF85	0.38293119701425254	0.006893233346896111	0.38293119701425254	0.006893233346896111	13.0	180347
ZNF93	0.22241441955502608	6.504080223746568	0.2524144195550261	0.00013292983811447835	16.0	180347
ZSCAN31	0.29094860379865717	0.10729032834137817	0.28594860379865716	0.008518678860043682	19.0	180347
PRDM9	0.245249916045752	5.288422071821598	0.270249916045752	0.03288509141039132	24.0	180347
ASCL1(MA1631.1)	0.37774182321581257	0.45491208494707436	0.3927418232158126	0.0075554117673083225	9.0	180347
ATF2	0.37490909307341325	0.11657515817554867	0.36990909307341324	0.0036418901971902416	10.0	180347
BATF	0.39733770749427033	0.006816770107383607	0.39733770749427033	0.006816770107383607	9.0	180347
BHLHE22(MA1635.1)	0.36914911987109056	0.4886152742980462	0.38414911987109057	0.001188501116075913	8.0	180347
CEBPG(MA1636.1)	0.3932868395602535	0.017466707086999093	0.3882868395602535	0.017055298110087064	11.0	180347
EBF3	0.3108274298953748	2.4963603824233203	0.34082742989537484	0.019443926694037512	10.0	180347
HAND2	0.467595496934184	0.33284851810016436	0.452595496934184	0.0009913049535550426	7.0	180347
MEIS1(MA1639.1)	0.4202275272147077	0.0025231442853485943	0.4202275272147077	0.0025231442853485943	9.0	180347
MEIS2(MA1640.1)	0.386126102014408	0.32116536212338465	0.396126102014408	0.0016673306296552828	11.0	180347
MYF5	0.39529879748187	0.2621678288162983	0.40529879748187003	0.003130844541264523	8.0	180347
NEUROG2(MA1642.1)	0.4477674688627629	0.12052102065301452	0.4377674688627629	0.007503280498274186	8.0	180347
NFIB	0.2721404156428231	3.984927785136273	0.3021404156428231	0.02079936576337919	17.0	180347
NFYC	0.40910742679492584	0.1235637723912542	0.40410742679492584	0.007357035586130631	10.0	180347
NKX2-2	0.445169844422521	1.0243609217528535	0.420169844422521	0.012048216384024538	8.0	180347
OSR2	0.4461839470158796	0.19995435266788647	0.4361839470158796	0.0002954059489976596	8.0	180347
PRDM4	0.4761293598867403	0.42746597475510306	0.4611293598867403	0.0012979877565274275	8.0	180347
TCF12(MA1648.1)	0.4111537195769994	0.07996631791258868	0.4061537195769994	0.0037123158624468725	7.0	180347
ZBTB12	0.4324618095201789	0.06624136256825673	0.42746180952017887	0.0004505923295795617	8.0	180347
ZBTB14	0.28537358334566654	4.21397661416369	0.31537358334566656	0.014603299221422512	12.0	180347
ZFP42	0.37250177033872844	0.038416118589018916	0.37750177033872845	0.010674719942717925	13.0	180347
ZKSCAN5	0.36143053473312753	0.013689977857980656	0.36143053473312753	0.013689977857980656	11.0	180347
ZNF148	0.27564149604989346	6.816270325084817	0.31564149604989344	0.008429936536510472	12.0	180347
ZNF16	0.25626808384703154	1.4211953953513716	0.27126808384703155	0.008351229081770429	23.0	180347
ZNF341	0.4157062818125152	0.083547821566272	0.4107062818125152	0.0014983772124372195	9.0	180347
ZNF449	0.3759644666352524	0.06527885195662267	0.3809644666352524	0.00018627929045426727	10.0	180347
ZNF652	0.3990102165972866	0.26916673670351565	0.3890102165972866	1.7419530278090785e-07	10.0	180347
FOXA3	0.45967777774418245	0.02512566347497209	0.45467777774418244	0.002987428441746437	8.0	180347
ZNF189	0.3844349963937118	0.15560085374418794	0.3794349963937118	0.011568649352735546	11.0	180347
ZNF331	0.3446449332929846	0.10632239695141471	0.3496449332929846	0.0007840637662192282	13.0	180347
ZNF417	0.32750131368075563	0.8459091563103709	0.34250131368075565	0.002379077415114591	14.0	180347
ZNF549	0.36995991559725094	0.4853208046453757	0.38495991559725096	0.004087936658943648	10.0	180347
ZNF680	0.3206192004247928	1.1137901867424305	0.3356192004247928	0.003866821170655969	15.0	180347
ZNF708	0.3331889987956201	0.11825760737471919	0.3381889987956201	0.00023472284833530476	13.0	180347
ZNF768	0.31993930099820284	1.6271130566850334	0.33993930099820285	0.0009418387091325086	18.0	180347
ATF4	0.39582330489918377	0.36331034049210376	0.38582330489918376	0.002578292728983471	11.0	180347
BATF3	0.38374253944591463	0.06288817086151184	0.38874253944591464	9.2305186059864e-05	11.0	180347
CDX2	0.4134583729864179	0.10792648303436901	0.4184583729864179	0.0070588022488173065	10.0	180347
CEBPA	0.4061330885327213	0.06451592376265237	0.4111330885327213	0.00014319627230742867	10.0	180347
CEBPD	0.411519119433769	0.030477190423536495	0.416519119433769	0.0048849474107539505	10.0	180347
CREB1	0.40311049363120993	0.011718532915830162	0.40311049363120993	0.011718532915830162	10.0	180347
CTCFL	0.3212236675493209	2.14689857152335	0.34622366754932093	1.5741906002430526e-05	11.0	180347
E2F6	0.36648627872695716	0.48110892761713026	0.3814862787269572	0.0010590764009897494	8.0	180347
EBF1	0.2597061185539091	3.4261179727783926	0.28470611855390915	0.01004820811563655	11.0	180347
EGR1	0.2696005649633766	6.061869710991009	0.30960056496337657	0.018018078947102285	13.0	180347
EHF	0.4048059325742541	0.03594019643666324	0.3998059325742541	0.004249526428358014	11.0	180347
ELF1	0.4336205999998127	0.18728501333250303	0.42362059999981266	0.00108978521947793	9.0	180347
ELF3	0.3816613388773422	5.837085582182463e-05	0.3816613388773422	5.837085582182463e-05	12.0	180347
ESRRA	0.4275584017517127	0.7677628437725414	0.4125584017517127	0.015220392525513363	9.0	180347
ETV1	0.42102609580072525	0.11350978918696358	0.41602609580072525	0.008287673475614888	10.0	180347
FOSL1	0.38468317102052213	0.0006833761048895918	0.38468317102052213	0.0006833761048895918	9.0	180347
FOXA1	0.4223832554902422	0.012283486669762061	0.4223832554902422	0.012283486669762061	10.0	180347
FOXA2	0.4313052720072909	0.030276599150049502	0.4363052720072909	0.0024526183457519134	9.0	180347
FOXK2	0.49547399053405533	0.020917826003505453	0.4904739905340553	0.0008060334666361793	7.0	180347
